q;i1;i2;s1;s2;s3;v1;v2;rt1;rt2;st1;st2;sl1;sl2;tan1;tan2;y;m
174;7;8;2003;1200;0;6,976744186046512;7,894736842105263;43;38;0;0;0;0;0;0;0,26;45,04267654698795
176;7;8;1403;600;0;6,976744186046512;7,894736842105263;43;38;0;0;0;0;0;0;0,24;37,80003585337688
178;7;8;803;0;0;6,976744186046512;7,894736842105263;43;38;0;0;0;0;0;0;0,22;28,78962852342103
180;7;8;427;600;0;6,976744186046512;7,894736842105263;43;38;0;0;0;0;0;0;0,2;21,28010128069361
182;7;8;900;900;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0,18;30
184;7;8;1500;1500;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0,16;38,72983346207417
186;7;8;2100;2100;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0,14;45,8257569495584
188;7;8;2400;2400;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0,12;48,98979485566356
190;8;8;2700;2700;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0,1;51,96152422706632
192;8;8;2100;2100;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0,08;45,8257569495584
194;8;8;1800;1800;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0,06;42,42640687119285
196;8;8;1200;1200;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0,04;34,64101615137755
198;8;8;600;600;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0,02;24,49489742783178
200;8;8;0;0;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0;0
202;8;8;300;300;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0,0025;17,320508075688775
204;8;8;900;900;0;7,894736842105263;7,894736842105263;38;38;0;0;0;0;0;0;0,005;30
206;8;8;1825;1200;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,0075;42,916927378803045
208;8;8;2425;1800;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,01;49,415206724625314
210;9;8;2375;3000;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,0125;48,90667291523167
212;9;8;1775;2400;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,015;42,330398718148814
214;9;8;1475;2100;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,0175;38,62463793535746
216;9;8;875;1500;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,02;29,864069642924665
218;9;8;577;1200;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,0225;24,36929739728773
220;9;8;313;600;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,025;18,162121452007046
222;9;8;397;300;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,0275;20,343614615831047
224;9;8;925;300;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,03;30,68978096431212
226;9;8;1225;600;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,0325;35,24007173144593
228;9;8;1825;1200;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,035;42,916927378803045
230;9;8;2626;1500;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,0375;51,907919751845085
232;10;8;1574;2700;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,04;40,526930959104085
234;10;8;1274;2400;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,0425;36,639215779871556
236;10;8;766;1800;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,045;28,88653895786044
238;10;8;626;1500;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,0475;26,35208023978352
240;10;8;566;1200;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,05;25,18793625853434
242;10;8;686;600;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,0525;27,466927985560908
244;10;8;866;300;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,055;30,568482673564105
246;10;8;1426;300;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,0575;38,657885779799045
248;10;8;1726;600;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,06;42,36073810693092
250;10;8;2026;900;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,0625;45,7649662183202
252;10;8;2734;1200;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,065;53,30994143537033
254;11;8;1210;2700;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,0675;36,30357910513251
256;11;8;872;2100;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,07;31,304150776576165
258;11;8;790;1800;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,0725;29,96581144976078
260;11;8;768;1500;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,075;29,59645005473822
262;11;8;898;900;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,0775;31,71671256360933
264;11;8;1052;600;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,08;34,05803658231951
266;11;8;1264;300;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,0825;37,0398414662187
268;11;8;1534;0;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,085;40,52098044029307
270;11;8;2176;300;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,0875;48,59890107394989
272;11;8;2434;900;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,09;50,417753379564765
274;11;8;3076;1200;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,0925;57,11263595383747
276;12;8;1012;2400;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,095;34,61001568326093
278;12;8;952;2100;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,0975;33,73207947333766
280;12;8;940;1800;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,1;33,553735791943765
282;12;8;1060;1200;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,1025;35,296645528938974
284;12;8;1192;900;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,105;37,11944484492687
286;12;8;1372;600;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,1075;39,46964891654812
288;12;8;1600;300;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,11;42,259356190026935
290;12;8;1876;0;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,1125;45,407633560840495
292;12;8;2464;300;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,115;51,78038671884812
294;12;8;2764;600;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,1175;54,60044366810093
296;12;8;3064;900;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,12;57,281833496785545
298;13;8;1096;2400;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,1225;36,238218068131644
300;13;8;940;1800;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,125;33,553735791943765
302;13;8;1184;1500;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,1275;37,43271896020195
304;13;8;1298;1200;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,13;38,92567852656473
306;13;8;1452;900;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,1325;40,855947532194904
308;13;8;1648;600;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,135;43,188059099170715
310;13;8;1886;300;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,1375;45,86075063443099
312;13;8;2164;0;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,14;48,79762749103139
314;13;8;2464;300;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,1425;51,78038671884812
316;13;8;2764;600;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,145;54,60044366810093
318;13;8;3064;900;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,1475;57,281833496785545
320;14;8;1084;2100;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,15;36,07226703096802
322;14;8;1114;1800;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,1525;36,48572938497273
330;14;8;313;600;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,1625;18,162121452007046
332;14;8;397;300;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,165;20,343614615831047
334;14;8;625;0;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,1675;25,335008498862884
336;14;8;925;300;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,17;30,68978096431212
338;14;8;1225;600;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,1725;35,24007173144593
340;14;8;1525;900;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,175;39,26655899919745
342;15;8;1475;2100;0;8,823529411764707;7,894736842105263;34;38;0;0;0;0;0;0;0,1775;38,62463793535746
344;15;8;766;1800;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,18;28,88653895786044
346;15;8;626;1500;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,1825;26,35208023978352
348;15;8;566;1200;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,185;25,18793625853434
350;15;8;586;900;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,1875;25,581871177925763
352;15;8;686;600;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,19;27,466927985560908
354;15;8;866;300;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,1925;30,568482673564105
356;15;8;1126;0;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,195;34,56055747472817
358;15;8;1426;300;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,1975;38,657885779799045
360;15;8;1426;300;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,2;38,657885779799045
362;15;8;1726;600;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,2025;42,36073810693092
364;15;8;2026;900;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,205;45,7649662183202
366;16;8;766;1800;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,2075;28,88653895786044
368;16;8;626;1500;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,21;26,35208023978352
370;16;8;566;1200;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,2125;25,18793625853434
372;16;8;586;900;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,215;25,581871177925763
374;16;8;686;600;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,2175;27,466927985560908
376;16;8;866;300;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,22;30,568482673564105
378;16;8;1126;0;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,2225;34,56055747472817
380;16;8;1534;0;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,225;40,52098044029307
382;16;8;1834;300;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,2275;44,06756013035682
384;16;8;2134;600;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,23;47,34923289603132
386;17;8;790;1800;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,2325;29,96581144976078
388;17;8;790;1800;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,235;29,96581144976078
390;17;8;768;1500;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,2375;29,59645005473822
392;17;8;804;1200;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,24;30,19850751018358
394;17;8;898;900;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,2425;31,71671256360933
396;17;8;1052;600;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,245;34,05803658231951
398;17;8;1264;300;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,2475;37,0398414662187
400;17;8;1534;0;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,25;40,52098044029307
402;17;8;1534;0;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,2525;40,52098044029307
404;17;8;1834;300;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,255;44,06756013035682
406;17;8;2134;600;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,2575;47,34923289603132
408;17;8;2434;900;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,26;50,417753379564765
410;18;8;768;1500;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,2625;29,59645005473822
412;18;8;976;1500;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,265;34,08596757605053
414;18;8;1060;1200;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,2675;35,296645528938974
416;18;8;1192;900;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,27;37,11944484492687
418;18;8;1372;600;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,2725;39,46964891654812
420;18;8;1600;300;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,275;42,259356190026935
422;18;8;1600;300;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,2775;42,259356190026935
424;18;8;1876;0;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,28;45,407633560840495
426;18;8;2176;300;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,2825;48,59890107394989
428;18;8;2476;600;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,285;51,59315056861296
430;18;8;2476;600;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,2875;51,59315056861296
432;19;8;976;1500;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,29;34,08596757605053
434;19;8;1060;1200;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,2925;35,296645528938974
436;19;8;1298;1200;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,295;38,92567852656473
438;19;8;1192;900;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,2975;37,11944484492687
440;19;8;1372;600;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,3;39,46964891654812
442;19;8;1600;300;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,3025;42,259356190026935
444;19;8;1886;300;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,305;45,86075063443099
446;19;8;2164;0;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,3075;48,79762749103139
448;19;8;2464;300;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,31;51,78038671884812
450;19;8;2476;600;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,3125;51,59315056861296
452;19;8;2764;600;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,315;54,60044366810093
454;20;8;1184;1500;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,3175;37,43271896020195
456;20;8;1298;1200;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,32;38,92567852656473
458;20;8;1298;1200;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,3225;38,92567852656473
460;20;8;1452;900;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,325;40,855947532194904
462;20;8;1648;600;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,3275;43,188059099170715
464;20;8;1886;300;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,33;45,86075063443099
466;20;8;1886;300;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,3325;45,86075063443099
468;20;8;2164;0;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,335;48,79762749103139
470;20;8;2464;300;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,3375;51,78038671884812
472;20;8;2464;300;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,34;51,78038671884812
474;20;8;2764;600;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,3425;54,60044366810093
476;21;8;1184;1500;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,345;37,43271896020195
478;21;8;1298;1200;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,3475;38,92567852656473
480;20;8;3364;1200;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,35;59,843198851276846
486;21;8;1886;300;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,3575;45,86075063443099
492;21;8;1426;300;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,365;38,657885779799045
494;21;8;1426;300;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,3675;38,657885779799045
496;21;8;1726;600;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,37;42,36073810693092
498;21;8;2134;600;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,3725;47,34923289603132
500;22;8;566;1200;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,375;25,18793625853434
502;22;8;586;900;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,3775;25,581871177925763
504;22;8;898;900;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,38;31,71671256360933
506;22;8;686;600;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,3825;27,466927985560908
508;22;8;866;300;0;10;7,894736842105263;30;38;0;0;0;0;0;0;0,385;30,568482673564105
510;22;8;1264;300;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,3875;37,0398414662187
512;22;8;1534;0;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,39;40,52098044029307
514;22;8;1534;0;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,3925;40,52098044029307
516;22;8;1834;300;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,395;44,06756013035682
518;22;8;2134;600;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,3975;47,34923289603132
520;22;8;2134;600;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,4;47,34923289603132
522;23;8;804;1200;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,4025;30,19850751018358
524;23;8;898;900;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,405;31,71671256360933
526;23;8;898;900;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,4075;31,71671256360933
528;23;8;1052;600;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,41;34,05803658231951
530;23;8;1052;600;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,4125;34,05803658231951
532;23;8;1264;300;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,415;37,0398414662187
534;23;8;1534;0;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,4175;40,52098044029307
536;23;8;1534;0;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,42;40,52098044029307
538;23;8;1834;300;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,4225;44,06756013035682
540;23;8;2134;600;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,425;47,34923289603132
542;23;8;2476;600;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4275;51,59315056861296
544;24;8;1060;1200;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,43;35,296645528938974
546;24;8;898;900;0;10,714285714285714;7,894736842105263;28;38;0;0;0;0;0;0;0,4325;31,71671256360933
548;24;8;1192;900;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,435;37,11944484492687
550;24;8;1372;600;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4375;39,46964891654812
552;24;8;1372;600;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,44;39,46964891654812
554;24;8;1600;300;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4425;42,259356190026935
556;24;8;1876;0;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,445;45,407633560840495
558;24;8;1876;0;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4475;45,407633560840495
560;24;8;2176;300;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,45;48,59890107394989
562;24;8;2176;300;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4525;48,59890107394989
564;25;8;1060;1200;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,455;35,296645528938974
566;25;8;1060;1200;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4575;35,296645528938974
568;25;8;1192;900;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,46;37,11944484492687
570;25;8;1192;900;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4625;37,11944484492687
572;25;8;1372;600;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,465;39,46964891654812
574;25;8;1372;600;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4675;39,46964891654812
576;25;8;1600;300;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,47;42,259356190026935
578;25;8;1876;0;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4725;45,407633560840495
580;25;8;1876;0;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,475;45,407633560840495
582;25;8;2176;300;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4775;48,59890107394989
584;25;8;2464;300;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,48;51,78038671884812
586;26;8;1060;1200;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4825;35,296645528938974
588;26;8;1298;1200;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,485;38,92567852656473
590;26;8;1192;900;0;12;7,894736842105263;25;38;0;0;0;0;0;0;0,4875;37,11944484492687
592;26;8;1452;900;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,49;40,855947532194904
594;26;8;1648;600;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,4925;43,188059099170715
596;26;8;1648;600;0;12,5;7,894736842105263;24;38;0;0;0;0;0;0;0,495;43,188059099170715
